-32615.229 -137854.345 41.6564
-32610.126 -137854.345 43.2933
-32605.023 -137854.345 44.4305
-32599.921 -137854.345 45.4237
-32594.818 -137854.345 46.4161
-32589.715 -137854.345 47.3683
-32584.613 -137854.345 48.2144
-32579.510 -137854.345 48.8568
-32574.407 -137854.345 49.5408
-32569.305 -137854.345 50.3712
-32564.202 -137854.345 51.2431
-32559.099 -137854.345 52.2766
-32553.997 -137854.345 53.5308
-32548.894 -137854.345 54.8322
-32543.791 -137854.345 55.9836
-32538.689 -137854.345 57.0644
-32533.586 -137854.345 57.5024
-32528.483 -137854.345 56.8918
-32523.381 -137854.345 56.9793
-32518.278 -137854.345 57.9326
-32513.176 -137854.345 58.2396
-32508.073 -137854.345 58.0329
-32502.970 -137854.345 57.6107
-32497.868 -137854.345 57.2043
-32492.765 -137854.345 56.6139
-32487.662 -137854.345 55.8787
-32482.560 -137854.345 55.0213
-32477.457 -137854.345 54.1861
-32472.354 -137854.345 53.3342
-32467.252 -137854.345 52.5657
-32462.149 -137854.345 51.8496
-32457.046 -137854.345 51.1776
-32451.944 -137854.345 50.2084
-32446.841 -137854.345 48.9533
-32441.738 -137854.345 47.9182
-32436.636 -137854.345 47.014
-32431.533 -137854.345 46.2628
-32426.430 -137854.345 45.8794
-32421.328 -137854.345 45.797
-32416.225 -137854.345 45.6555
-32411.123 -137854.345 45.0804
-32406.020 -137854.345 44.4499
-32400.917 -137854.345 44.6219
-32395.815 -137854.345 45.2654
-32390.712 -137854.345 45.814
-32385.609 -137854.345 46.0922
-32380.507 -137854.345 46.226
-32375.404 -137854.345 46.3782
-32370.301 -137854.345 46.4339
-32365.199 -137854.345 46.2372
-32360.096 -137854.345 46.2057
-32354.993 -137854.345 46.3281
-32349.891 -137854.345 46.2634
-32344.788 -137854.345 46.28
-32339.685 -137854.345 46.2736
-32334.583 -137854.345 46.27
-32329.480 -137854.345 46.278
-32324.378 -137854.345 46.4799
-32319.275 -137854.345 46.7016
-32314.172 -137854.345 46.9164
-32309.070 -137854.345 47.0955
-32303.967 -137854.345 47.3777
-32298.864 -137854.345 47.6045
-32293.762 -137854.345 47.9154
-32288.659 -137854.345 48.2418
-32283.556 -137854.345 48.3333
-32278.454 -137854.345 48.3965
-32273.351 -137854.345 48.4325
-32268.248 -137854.345 48.4682
-32263.146 -137854.345 48.4749
-32258.043 -137854.345 48.5001
-32252.940 -137854.345 48.6248
